nTrades,ROI,PeakPerformance,MeanReturn,MaxLoss,MaxGain,AvgGain,AvgLoss,MaxDrawdown,SharpeRatio,PosReturnPercent,Informed
84,0.03,0.43,0.0002,-0.37,0.31,0.03,-0.03,0.44,0.07,0.51,0.0
77,0.53,0.57,0.0043,-0.05,0.51,0.03,-0.02,0.27,1.36,0.49,0.0
77,0.27,0.27,0.0022,-0.08,0.59,0.03,-0.02,0.44,0.61,0.47,0.0
80,-0.09,0.4,-0.0007,-0.41,0.24,0.02,-0.03,0.49,-0.24,0.59,0.0
75,0.09,0.33,0.0007,-0.19,0.19,0.03,-0.03,0.34,0.33,0.52,0.0
78,-0.08,0.07,-0.0006,-0.24,0.12,0.03,-0.02,0.28,-0.31,0.42,0.0
78,-0.3,0.04,-0.0025,-0.32,0.15,0.02,-0.03,0.49,-1.01,0.47,0.0
82,-0.09,0.28,-0.0007,-0.47,0.3,0.03,-0.03,0.51,-0.21,0.51,0.0
82,-0.33,0.12,-0.0027,-0.49,0.31,0.03,-0.03,0.59,-0.74,0.48,0.0
81,-0.56,0.01,-0.0046,-0.1,0.08,0.02,-0.02,0.58,-3.13,0.41,0.0
81,-1.22,0,-0.0101,-0.16,0.07,0.02,-0.03,1.22,-4.74,0.36,0.0
78,0.26,0.3,0.0022,-0.17,0.21,0.03,-0.02,0.23,0.94,0.45,0.0
78,0.43,0.54,0.0035,-0.22,0.13,0.02,-0.02,0.22,1.8,0.59,0.0
80,0.62,0.62,0.0051,-0.08,0.32,0.03,-0.02,0.19,2.38,0.54,0.0
80,0.82,0.82,0.0068,-0.09,0.49,0.03,-0.02,0.16,2.17,0.54,0.0
74,-0.2,0.04,-0.0017,-0.13,0.16,0.02,-0.02,0.35,-0.92,0.47,0.0
74,-0.22,0.05,-0.0019,-0.11,0.1,0.02,-0.02,0.36,-1.2,0.41,0.0
78,-1.31,0.01,-0.0108,-0.63,0.07,0.01,-0.04,1.39,-2.57,0.44,0.0
78,-1.16,0.02,-0.0095,-0.68,0.1,0.01,-0.04,1.28,-2.27,0.44,0.0
85,-0.19,0.12,-0.0015,-0.08,0.16,0.02,-0.02,0.48,-0.89,0.45,0.0
85,-0.31,0.06,-0.0026,-0.13,0.05,0.01,-0.02,0.38,-2.02,0.47,0.0
80,0.24,0.42,0.002,-0.08,0.31,0.02,-0.02,0.22,0.85,0.55,0.0
80,0.23,0.37,0.0019,-0.12,0.24,0.03,-0.02,0.27,0.89,0.55,0.0
79,0.12,0.5,0.001,-0.33,0.34,0.03,-0.03,0.42,0.33,0.54,0.0
79,-0.05,0.34,-0.0004,-0.3,0.43,0.03,-0.03,0.4,-0.13,0.53,0.0
79,0.03,0.33,0.0002,-0.25,0.22,0.02,-0.03,0.41,0.1,0.58,0.0
79,0.06,0.33,0.0005,-0.27,0.24,0.02,-0.03,0.44,0.19,0.57,0.0
87,0.16,0.16,0.0013,-0.27,0.25,0.03,-0.02,0.43,0.52,0.51,0.0
69,0.92,0.92,0.0076,-0.08,0.54,0.04,-0.02,0.13,2.19,0.52,0.0
84,0.59,0.68,0.0049,-0.21,0.48,0.03,-0.02,0.49,1.37,0.51,0.0
84,0.46,0.72,0.0038,-0.15,0.44,0.03,-0.02,0.25,1.15,0.54,0.0
80,-0.3,0.07,-0.0025,-0.09,0.06,0.02,-0.02,0.38,-1.81,0.47,0.0
83,0.27,0.27,0.0022,-0.07,0.28,0.03,-0.02,0.3,1,0.47,0.0
83,0.13,0.13,0.0011,-0.08,0.25,0.02,-0.02,0.5,0.52,0.49,0.0
75,0.93,0.93,0.0077,-0.07,0.35,0.03,-0.02,0.3,2.87,0.6,0.0
75,0.7,0.89,0.0058,-0.13,0.32,0.04,-0.02,0.2,2.02,0.53,0.0
84,0.19,0.35,0.0016,-0.19,0.31,0.03,-0.03,0.36,0.6,0.51,0.0
84,0.47,0.5,0.0039,-0.13,0.42,0.03,-0.02,0.31,1.26,0.5,0.0
79,-0.67,0.07,-0.0056,-0.3,0.09,0.02,-0.03,0.75,-2.18,0.41,0.0
79,-0.72,0.18,-0.0059,-0.32,0.14,0.03,-0.03,1.02,-2.19,0.37,0.0
83,-0.03,0,-0.0003,-0.16,0.14,0.03,-0.03,0.36,-0.12,0.51,0.0
83,0.12,0.13,0.001,-0.11,0.17,0.03,-0.02,0.31,0.51,0.42,0.0
83,0.28,0.3,0.0023,-0.16,0.14,0.03,-0.02,0.18,1.23,0.49,0.0
79,0.2,0.49,0.0017,-0.29,0.24,0.02,-0.03,0.29,0.66,0.59,0.0
79,0.62,0.74,0.0051,-0.12,0.3,0.03,-0.02,0.15,2.21,0.59,0.0
88,0.02,0.26,0.0002,-0.19,0.07,0.02,-0.02,0.29,0.11,0.5,0.0
88,-0.01,0.18,-0.0001,-0.16,0.08,0.02,-0.02,0.27,-0.05,0.52,0.0
74,0.02,0.03,0.0002,-0.12,0.26,0.03,-0.03,0.51,0.07,0.5,0.0
82,0.37,0.45,0.0031,-0.18,0.23,0.03,-0.02,0.29,1.25,0.52,0.0
82,0.12,0.22,0.001,-0.08,0.29,0.03,-0.02,0.38,0.44,0.45,0.0
81,0.28,0.37,0.0023,-0.1,0.21,0.02,-0.02,0.22,1.21,0.53,0.0
81,0.01,0.09,0.0001,-0.08,0.09,0.02,-0.02,0.23,0.07,0.48,0.0
81,0.3,0.34,0.0025,-0.14,0.2,0.02,-0.02,0.18,1.24,0.56,0.0
85,0.57,0.57,0.0047,-0.13,0.47,0.04,-0.02,0.32,1.48,0.45,0.0
85,0.53,0.53,0.0044,-0.09,0.37,0.03,-0.02,0.27,1.66,0.53,0.0
75,-0.69,0.01,-0.0057,-0.19,0.08,0.02,-0.03,0.71,-2.65,0.43,0.0
75,-0.26,0.19,-0.0022,-0.23,0.11,0.02,-0.03,0.48,-1.05,0.48,0.0
75,-0.64,0.05,-0.0053,-0.27,0.11,0.02,-0.03,0.69,-2.19,0.41,0.0
75,0.08,0.35,0.0006,-0.12,0.09,0.02,-0.02,0.32,0.41,0.53,0.0
75,0.11,0.19,0.0009,-0.08,0.06,0.02,-0.02,0.09,0.8,0.56,0.0
75,-0.14,0.24,-0.0011,-0.2,0.1,0.02,-0.02,0.38,-0.68,0.49,0.0
85,-0.68,0.16,-0.0056,-0.5,0.09,0.02,-0.03,0.84,-1.73,0.51,0.0
85,-0.08,0.32,-0.0007,-0.39,0.11,0.03,-0.03,0.43,-0.24,0.51,0.0
85,-0.63,0.38,-0.0052,-0.63,0.15,0.02,-0.03,1.01,-1.3,0.47,0.0
79,-0.31,0.06,-0.0026,-0.32,0.39,0.03,-0.03,0.6,-0.76,0.47,0.0
79,0.36,0.46,0.003,-0.21,0.42,0.03,-0.03,0.22,0.96,0.58,0.0
79,-0.01,0.12,-0.0001,-0.23,0.36,0.02,-0.03,0.29,-0.03,0.56,0.0
82,0.11,0.11,0.0009,-0.08,0.27,0.03,-0.02,0.34,0.42,0.49,0.0
82,0.27,0.27,0.0022,-0.1,0.33,0.03,-0.02,0.28,0.89,0.46,0.0
82,-0.24,0.16,-0.002,-0.1,0.21,0.03,-0.03,0.51,-0.91,0.44,0.0
84,0.2,0.42,0.0017,-0.12,0.23,0.02,-0.02,0.29,0.81,0.56,0.0
84,0.08,0.21,0.0007,-0.1,0.26,0.02,-0.02,0.25,0.33,0.5,0.0
84,0.56,0.64,0.0046,-0.07,0.19,0.03,-0.02,0.15,2.42,0.54,0.0
85,0.21,0.33,0.0017,-0.24,0.32,0.03,-0.03,0.24,0.63,0.52,0.0
85,0.09,0.2,0.0007,-0.31,0.33,0.03,-0.03,0.38,0.22,0.54,0.0
81,-0.26,0.25,-0.0021,-0.45,0.16,0.03,-0.03,0.61,-0.67,0.44,0.0
81,-0.66,0.32,-0.0054,-0.58,0.12,0.02,-0.03,0.98,-1.5,0.47,0.0
81,-0.69,0.12,-0.0057,-0.51,0.1,0.02,-0.03,0.83,-1.65,0.44,0.0
87,-0.08,0.05,-0.0006,-0.12,0.16,0.02,-0.02,0.34,-0.34,0.46,0.0
87,-0.18,0.02,-0.0015,-0.12,0.17,0.02,-0.02,0.48,-0.81,0.47,0.0
87,0.14,0.14,0.0012,-0.12,0.31,0.03,-0.02,0.52,0.44,0.41,0.0
78,0.48,0.53,0.004,-0.12,0.23,0.03,-0.02,0.19,1.81,0.51,0.0
78,0.66,0.66,0.0054,-0.13,0.2,0.04,-0.02,0.18,2.5,0.47,0.0
78,0.79,0.81,0.0065,-0.09,0.21,0.03,-0.02,0.15,3.11,0.58,0.0
87,-0.26,0.14,-0.0022,-0.33,0.13,0.02,-0.02,0.4,-0.93,0.48,0.0
87,-0.27,0.11,-0.0023,-0.17,0.09,0.02,-0.02,0.39,-1.37,0.48,0.0
87,-0.31,0.05,-0.0025,-0.12,0.07,0.01,-0.02,0.38,-1.94,0.47,0.0
85,-0.3,0,-0.0025,-0.12,0.14,0.02,-0.02,0.57,-1.38,0.45,0.0
85,-0.09,0,-0.0008,-0.1,0.1,0.02,-0.02,0.29,-0.48,0.46,0.0
85,-0.2,0,-0.0017,-0.08,0.14,0.02,-0.02,0.38,-1.06,0.48,0.0
86,0.15,0.63,0.0012,-0.36,0.18,0.03,-0.03,0.49,0.43,0.56,0.0
86,0.24,0.63,0.002,-0.34,0.21,0.03,-0.03,0.45,0.69,0.56,0.0
86,0.17,0.56,0.0014,-0.34,0.17,0.03,-0.03,0.49,0.51,0.53,0.0
86,0.24,0.34,0.0019,-0.09,0.38,0.03,-0.02,0.23,0.75,0.45,0.0
86,0.14,0.22,0.0012,-0.13,0.52,0.03,-0.03,0.44,0.33,0.48,0.0
86,0.82,0.87,0.0067,-0.11,0.64,0.03,-0.02,0.15,1.72,0.55,0.0
79,-0.64,0.2,-0.0053,-0.25,0.13,0.02,-0.03,0.94,-2.09,0.46,0.0
79,-0.67,0.11,-0.0055,-0.24,0.08,0.02,-0.03,0.78,-2.39,0.44,0.0
85,-0.36,0,-0.003,-0.35,0.17,0.02,-0.03,0.77,-1.03,0.47,0.0
85,-0.13,0.3,-0.0011,-0.48,0.12,0.03,-0.03,0.79,-0.32,0.53,0.0
85,-0.54,0.05,-0.0044,-0.47,0.13,0.02,-0.03,0.82,-1.39,0.45,0.0
91,-0.11,0.28,-0.0009,-0.3,0.25,0.02,-0.03,0.39,-0.33,0.55,0.0
91,0.26,0.6,0.0022,-0.29,0.23,0.02,-0.02,0.34,0.86,0.57,0.0
91,0.04,0.15,0.0003,-0.12,0.2,0.02,-0.02,0.38,0.16,0.57,0.0
78,0.57,0.57,0.0048,-0.05,0.32,0.03,-0.02,0.12,2.02,0.49,0.0
78,0.36,0.36,0.003,-0.14,0.28,0.03,-0.02,0.2,1.28,0.45,0.0
78,0.4,0.4,0.0033,-0.06,0.33,0.03,-0.02,0.2,1.43,0.49,0.0
90,-0.11,0.07,-0.0009,-0.31,0.1,0.02,-0.03,0.42,-0.4,0.52,0.0
90,-0.3,0,-0.0025,-0.2,0.16,0.02,-0.02,0.5,-1.2,0.5,0.0
90,-0.51,0,-0.0042,-0.25,0.1,0.02,-0.03,0.75,-1.96,0.46,0.0
70,-0.42,0.15,-0.0035,-0.36,0.15,0.02,-0.04,0.57,-1.27,0.5,0.0
70,0.03,0.27,0.0002,-0.27,0.1,0.02,-0.03,0.3,0.11,0.51,0.0
84,0.05,0.09,0.0004,-0.08,0.34,0.02,-0.02,0.47,0.19,0.49,0.0
84,0.29,0.33,0.0024,-0.05,0.31,0.03,-0.02,0.3,1.12,0.5,0.0
84,0.38,0.38,0.0031,-0.05,0.21,0.02,-0.02,0.12,1.92,0.54,0.0
86,-0.28,0.13,-0.0023,-0.24,0.07,0.02,-0.03,0.41,-1.13,0.51,0.0
86,-0.3,0.18,-0.0024,-0.37,0.11,0.02,-0.03,0.48,-0.96,0.57,0.0
86,-0.37,0.19,-0.003,-0.34,0.09,0.02,-0.03,0.56,-1.29,0.55,0.0
73,-0.18,0.11,-0.0015,-0.13,0.28,0.03,-0.03,0.39,-0.6,0.48,0.0
73,-0.57,0.08,-0.0047,-0.14,0.32,0.03,-0.03,0.78,-1.75,0.4,0.0
73,-0.31,0.08,-0.0025,-0.2,0.19,0.03,-0.03,0.44,-1.04,0.47,0.0
89,0.22,0.31,0.0018,-0.1,0.21,0.02,-0.02,0.13,1,0.47,0.0
89,0.36,0.36,0.003,-0.07,0.34,0.02,-0.02,0.22,1.29,0.52,0.0
81,0.1,0.2,0.0008,-0.16,0.17,0.02,-0.02,0.23,0.43,0.54,0.0
81,0.27,0.34,0.0022,-0.12,0.09,0.02,-0.02,0.21,1.54,0.54,0.0
81,-0.01,0.25,-0.0001,-0.13,0.11,0.02,-0.02,0.33,-0.07,0.49,0.0
84,0.35,0.36,0.0029,-0.08,0.13,0.02,-0.02,0.33,1.79,0.52,0.0
84,0.17,0.42,0.0014,-0.15,0.17,0.03,-0.02,0.29,0.72,0.45,0.0
84,0.26,0.39,0.0021,-0.08,0.22,0.02,-0.02,0.28,1.21,0.54,0.0
79,0.07,0.27,0.0006,-0.15,0.1,0.02,-0.02,0.2,0.37,0.56,0.0
79,0.18,0.26,0.0015,-0.09,0.1,0.02,-0.02,0.22,0.96,0.51,0.0
79,-0.06,0.14,-0.0005,-0.19,0.07,0.02,-0.03,0.2,-0.28,0.58,0.0
84,-0.11,0.27,-0.0009,-0.34,0.23,0.03,-0.02,0.38,-0.33,0.38,0.0
84,-0.04,0.28,-0.0003,-0.26,0.27,0.03,-0.02,0.32,-0.12,0.4,0.0
84,0.39,0.72,0.0032,-0.35,0.28,0.03,-0.02,0.35,1.02,0.51,0.0
73,-0,0.03,-0,-0.07,0.12,0.03,-0.02,0.46,-0.02,0.42,0.0
73,0.06,0.06,0.0005,-0.08,0.12,0.02,-0.02,0.38,0.32,0.51,0.0
73,-0.24,0.02,-0.002,-0.13,0.11,0.02,-0.02,0.47,-1.16,0.41,0.0
84,0.06,0.09,0.0005,-0.1,0.31,0.03,-0.02,0.35,0.21,0.42,0.0
84,0.23,0.28,0.0019,-0.1,0.31,0.03,-0.02,0.29,0.76,0.44,0.0
73,0.16,0.28,0.0013,-0.09,0.35,0.02,-0.02,0.31,0.56,0.51,0.0
73,0.13,0.2,0.0011,-0.1,0.43,0.03,-0.02,0.41,0.41,0.44,0.0
73,0.23,0.33,0.0019,-0.1,0.5,0.02,-0.02,0.35,0.6,0.53,0.0
89,-0.33,0.23,-0.0027,-0.57,0.34,0.03,-0.04,0.76,-0.65,0.54,0.0
89,0.19,0.26,0.0015,-0.44,0.29,0.03,-0.03,0.44,0.45,0.49,0.0
89,-0.17,0.21,-0.0014,-0.51,0.32,0.03,-0.03,0.57,-0.37,0.48,0.0
88,0.3,0.45,0.0025,-0.13,0.13,0.02,-0.02,0.15,1.4,0.52,0.0
88,0.39,0.47,0.0032,-0.11,0.14,0.02,-0.02,0.12,1.88,0.61,0.0
88,0.73,0.73,0.006,-0.08,0.12,0.03,-0.01,0.15,3.71,0.56,0.0
80,0.61,0.71,0.0051,-0.16,0.51,0.04,-0.03,0.28,1.43,0.54,0.0
80,0.11,0.22,0.0009,-0.24,0.42,0.03,-0.03,0.45,0.27,0.51,0.0
81,0.6,0.6,0.005,-0.1,0.3,0.03,-0.02,0.17,2.23,0.48,0.0
81,0.79,0.83,0.0066,-0.06,0.33,0.02,-0.02,0.06,2.99,0.64,0.0
86,-0.79,0.08,-0.0065,-0.41,0.11,0.02,-0.03,0.89,-2.4,0.43,0.0
84,0.12,0.32,0.001,-0.1,0.12,0.02,-0.02,0.2,0.65,0.54,0.0
84,0,0.04,0,-0.13,0.1,0.02,-0.02,0.26,0.01,0.51,0.0
89,0.49,0.74,0.004,-0.13,0.3,0.03,-0.02,0.25,1.7,0.57,0.0
89,0.27,0.42,0.0023,-0.13,0.33,0.02,-0.02,0.35,0.91,0.55,0.0
89,0.4,0.61,0.0033,-0.17,0.36,0.03,-0.02,0.29,1.19,0.54,0.0
73,0.14,0.46,0.0011,-0.12,0.08,0.02,-0.02,0.32,0.85,0.53,0.0
73,-0.16,0.08,-0.0013,-0.08,0.07,0.01,-0.02,0.24,-1.23,0.45,0.0
73,-0.16,0.1,-0.0013,-0.08,0.07,0.02,-0.02,0.29,-1.04,0.48,0.0
79,-0.18,0.06,-0.0015,-0.24,0.13,0.02,-0.02,0.27,-0.73,0.43,0.0
79,-0.24,0.03,-0.002,-0.24,0.12,0.02,-0.02,0.29,-0.97,0.47,0.0
79,0,0.08,0,-0.19,0.07,0.02,-0.03,0.33,0.01,0.61,0.0
85,-0.25,0.25,-0.002,-0.56,0.13,0.03,-0.03,0.74,-0.57,0.48,0.0
85,-0.61,0.15,-0.005,-0.68,0.15,0.02,-0.04,0.96,-1.17,0.53,0.0
85,-0.39,0.2,-0.0032,-0.65,0.13,0.02,-0.03,0.83,-0.8,0.52,0.0
69,-0.1,0.1,-0.0008,-0.1,0.08,0.02,-0.03,0.27,-0.5,0.54,0.0
69,0.01,0.18,0.0001,-0.12,0.06,0.02,-0.02,0.19,0.04,0.54,0.0
69,-0.14,0.15,-0.0011,-0.09,0.05,0.02,-0.02,0.29,-0.79,0.48,0.0
79,-0.31,0.16,-0.0025,-0.29,0.12,0.02,-0.03,0.63,-1.06,0.54,0.0
79,-0.16,0.19,-0.0013,-0.33,0.14,0.02,-0.03,0.47,-0.55,0.51,0.0
84,-0.95,0,-0.0079,-0.66,0.1,0.02,-0.03,0.97,-1.95,0.43,0.0
84,-0.67,0,-0.0055,-0.41,0.09,0.02,-0.03,0.68,-1.95,0.48,0.0
84,-0.55,0.05,-0.0045,-0.53,0.15,0.03,-0.03,0.78,-1.3,0.44,0.0
83,0.26,0.26,0.0021,-0.09,0.29,0.03,-0.03,0.47,0.85,0.53,0.0
83,0.45,0.71,0.0037,-0.16,0.35,0.03,-0.02,0.26,1.31,0.49,0.0
83,0.72,0.72,0.006,-0.08,0.32,0.03,-0.02,0.26,2.28,0.53,0.0
80,0.17,0.24,0.0014,-0.11,0.21,0.02,-0.02,0.25,0.76,0.53,0.0
80,0.35,0.36,0.0029,-0.08,0.27,0.02,-0.02,0.27,1.44,0.55,0.0
80,0.25,0.25,0.0021,-0.1,0.24,0.02,-0.02,0.23,1.14,0.6,0.0
74,0.88,0.88,0.0072,-0.09,0.3,0.03,-0.02,0.14,3.22,0.58,0.0
74,0.74,0.74,0.0062,-0.05,0.16,0.03,-0.01,0.09,3.58,0.53,0.0
74,0.44,0.44,0.0036,-0.11,0.15,0.02,-0.02,0.15,2,0.61,0.0
78,0.46,0.6,0.0038,-0.09,0.31,0.03,-0.02,0.17,1.71,0.55,0.0
78,0.22,0.26,0.0018,-0.09,0.18,0.03,-0.02,0.46,0.96,0.51,0.0
78,0.42,0.51,0.0035,-0.1,0.33,0.03,-0.02,0.23,1.44,0.56,0.0
89,-0.12,0.33,-0.001,-0.49,0.13,0.02,-0.03,0.68,-0.32,0.55,0.0
89,-0.11,0.24,-0.0009,-0.32,0.2,0.02,-0.02,0.65,-0.35,0.49,0.0
89,-0.11,0.43,-0.0009,-0.56,0.15,0.02,-0.03,0.74,-0.26,0.63,0.0
86,0.24,0.45,0.002,-0.14,0.25,0.03,-0.02,0.44,0.83,0.51,0.0
86,0.55,0.61,0.0046,-0.07,0.37,0.03,-0.02,0.3,1.65,0.52,0.0
86,0.24,0.42,0.002,-0.11,0.46,0.03,-0.02,0.49,0.66,0.53,0.0
79,0.26,0.29,0.0022,-0.06,0.28,0.02,-0.02,0.2,1.06,0.53,0.0
79,-0.39,0,-0.0033,-0.13,0.17,0.02,-0.03,0.42,-1.57,0.48,0.0
79,-0.23,0,-0.0019,-0.12,0.24,0.02,-0.03,0.49,-0.92,0.51,0.0
87,0.12,0.18,0.001,-0.07,0.2,0.03,-0.02,0.45,0.47,0.47,0.0
87,0.7,0.7,0.0058,-0.06,0.17,0.03,-0.02,0.13,3.05,0.56,0.0
79,0.1,0.15,0.0008,-0.1,0.07,0.02,-0.02,0.25,0.6,0.56,0.0
79,0.02,0.33,0.0002,-0.3,0.19,0.02,-0.03,0.37,0.07,0.56,0.0
79,0.2,0.35,0.0017,-0.15,0.12,0.02,-0.02,0.16,0.93,0.56,0.0
80,0.61,0.61,0.005,-0.09,0.3,0.03,-0.02,0.24,1.85,0.51,0.0
80,0.31,0.4,0.0026,-0.15,0.28,0.03,-0.03,0.28,1.01,0.54,0.0
80,1.09,1.09,0.009,-0.12,0.47,0.04,-0.02,0.2,2.76,0.64,0.0
75,-0.32,0.11,-0.0026,-0.17,0.1,0.02,-0.03,0.43,-1.34,0.43,0.0
75,0.1,0.26,0.0008,-0.13,0.09,0.02,-0.02,0.18,0.51,0.52,0.0
75,-0.46,0.1,-0.0038,-0.22,0.09,0.02,-0.02,0.56,-1.96,0.37,0.0
85,-0.22,0,-0.0018,-0.09,0.11,0.02,-0.02,0.43,-1.2,0.42,0.0
85,0.28,0.28,0.0023,-0.08,0.07,0.02,-0.02,0.19,1.61,0.58,0.0
85,0.2,0.2,0.0016,-0.07,0.08,0.02,-0.02,0.13,1.15,0.51,0.0
80,0.43,0.82,0.0035,-0.32,0.35,0.03,-0.03,0.39,1.13,0.57,0.0
80,0.68,0.83,0.0057,-0.11,0.36,0.03,-0.02,0.15,2.25,0.56,0.0
80,0.24,0.63,0.002,-0.25,0.22,0.02,-0.03,0.39,0.8,0.61,0.0
84,0.34,0.34,0.0028,-0.14,0.1,0.02,-0.02,0.21,1.84,0.63,0.0
84,0.68,0.68,0.0056,-0.09,0.13,0.02,-0.02,0.13,3.22,0.64,0.0
84,0.56,0.56,0.0046,-0.08,0.18,0.03,-0.02,0.18,2.39,0.55,0.0
78,0.64,0.68,0.0053,-0.07,0.35,0.03,-0.02,0.19,2.11,0.56,0.0
78,0.45,0.49,0.0037,-0.07,0.37,0.03,-0.02,0.23,1.42,0.53,0.0
78,0.5,0.56,0.0041,-0.08,0.42,0.03,-0.02,0.16,1.51,0.54,0.0
83,0.24,0.45,0.002,-0.1,0.27,0.03,-0.02,0.21,0.91,0.53,0.0
83,0.44,0.59,0.0036,-0.12,0.34,0.03,-0.02,0.18,1.44,0.46,0.0
74,-0.66,0.07,-0.0054,-0.58,0.28,0.03,-0.03,0.87,-1.41,0.41,0.0
74,-0.25,0.3,-0.0021,-0.52,0.26,0.03,-0.04,0.65,-0.57,0.51,0.0
74,-0.44,0.06,-0.0036,-0.48,0.28,0.02,-0.03,0.51,-1.05,0.51,0.0
77,0.06,0.17,0.0005,-0.22,0.29,0.03,-0.02,0.51,0.2,0.45,0.0
77,0.06,0.18,0.0005,-0.15,0.35,0.03,-0.02,0.48,0.18,0.51,0.0
77,-0.23,0.07,-0.0019,-0.21,0.31,0.03,-0.03,0.52,-0.74,0.39,0.0
80,0.35,0.35,0.0029,-0.06,0.12,0.03,-0.02,0.16,1.84,0.5,0.0
80,0.2,0.21,0.0017,-0.11,0.1,0.03,-0.02,0.2,1.04,0.47,0.0
80,0.3,0.3,0.0024,-0.07,0.11,0.02,-0.02,0.22,1.56,0.56,0.0
76,0.09,0.51,0.0007,-0.3,0.3,0.02,-0.03,0.42,0.27,0.57,0.0
76,0.15,0.58,0.0013,-0.31,0.23,0.02,-0.02,0.43,0.52,0.51,0.0
76,0.17,0.54,0.0014,-0.3,0.26,0.03,-0.02,0.36,0.55,0.51,0.0
90,-1.17,0.19,-0.0096,-0.55,0.12,0.02,-0.04,1.46,-2.36,0.42,0.0
90,-1.03,0.21,-0.0085,-0.49,0.09,0.02,-0.03,1.29,-2.49,0.41,0.0
90,-0.89,0.16,-0.0073,-0.55,0.11,0.02,-0.04,1.15,-1.93,0.48,0.0
78,-0.12,0.13,-0.001,-0.07,0.11,0.02,-0.02,0.28,-0.73,0.51,0.0
78,0.18,0.23,0.0015,-0.05,0.1,0.02,-0.02,0.3,1.13,0.51,0.0
85,-0.53,0.07,-0.0044,-0.49,0.25,0.03,-0.03,0.6,-1.2,0.42,0.0
85,-0.02,0.35,-0.0002,-0.41,0.28,0.03,-0.03,0.48,-0.05,0.51,0.0
85,0.4,0.79,0.0033,-0.39,0.26,0.03,-0.03,0.4,0.97,0.54,0.0
76,1.37,1.37,0.0113,-0.09,0.34,0.04,-0.02,0.09,3.74,0.58,0.0
76,1.27,1.27,0.0105,-0.05,0.33,0.04,-0.02,0.08,3.56,0.58,0.0
76,1.05,1.05,0.0087,-0.11,0.34,0.04,-0.02,0.12,2.98,0.57,0.0
90,0.24,0.41,0.002,-0.1,0.33,0.03,-0.02,0.21,0.8,0.5,0.0
90,0.39,0.47,0.0032,-0.06,0.27,0.03,-0.02,0.21,1.5,0.52,0.0
90,0.47,0.56,0.0039,-0.08,0.28,0.02,-0.02,0.15,1.73,0.56,0.0
79,-0.28,0.09,-0.0023,-0.53,0.13,0.02,-0.02,0.61,-0.7,0.43,0.0
79,-1.09,0.04,-0.009,-0.84,0.09,0.02,-0.03,1.35,-1.81,0.35,0.0
79,-0.54,0.02,-0.0045,-0.53,0.09,0.02,-0.03,0.84,-1.34,0.44,0.0
88,-1.32,0.06,-0.0109,-0.86,0.15,0.02,-0.04,1.38,-2.07,0.36,0.0
88,-0.67,0.3,-0.0055,-0.75,0.17,0.02,-0.05,0.97,-1.14,0.57,0.0
45,0.13,0.57,0.0011,-0.34,0.14,0.04,-0.05,0.46,0.42,0.58,1.0
47,0.88,0.88,0.0073,-0.07,0.25,0.04,-0.03,0.12,3.37,0.72,1.0
45,0.11,0.43,0.0009,-0.32,0.15,0.04,-0.04,0.39,0.34,0.53,1.0
42,0.68,0.68,0.0056,-0.07,0.16,0.04,-0.02,0.11,3.18,0.57,1.0
45,-0.52,0,-0.0043,-0.34,0.11,0.03,-0.05,0.52,-1.62,0.44,1.0
42,0.82,0.82,0.0067,-0.05,0.19,0.04,-0.03,0.14,3.45,0.67,1.0
45,0.55,0.55,0.0045,-0.13,0.23,0.04,-0.03,0.22,2.02,0.58,1.0
40,0.55,0.55,0.0045,-0.26,0.58,0.05,-0.04,0.39,1.18,0.57,1.0
40,0.74,0.74,0.0061,-0.2,0.33,0.05,-0.05,0.22,2.05,0.65,1.0
42,0.32,0.33,0.0027,-0.12,0.16,0.03,-0.04,0.18,1.48,0.64,1.0
45,0.74,0.74,0.0061,-0.14,0.39,0.04,-0.04,0.14,2.17,0.67,1.0
43,0.76,0.79,0.0063,-0.18,0.43,0.07,-0.03,0.26,1.97,0.47,1.0
40,0.95,0.95,0.0079,-0.12,0.25,0.05,-0.02,0.14,3.39,0.62,1.0
42,0.57,0.57,0.0047,-0.07,0.25,0.04,-0.02,0.17,2.29,0.57,1.0
43,0.94,0.94,0.0077,-0.1,0.28,0.04,-0.03,0.13,3.34,0.7,1.0
42,0.89,0.89,0.0073,-0.11,0.27,0.06,-0.02,0.15,3,0.55,1.0
43,0.98,0.98,0.0081,-0.08,0.48,0.05,-0.02,0.11,2.53,0.63,1.0
43,1.02,1.02,0.0085,-0.1,0.46,0.08,-0.02,0.22,2.52,0.44,1.0
42,0.94,0.94,0.0077,-0.13,0.23,0.05,-0.04,0.17,3.17,0.71,1.0
44,0.49,0.62,0.004,-0.25,0.09,0.03,-0.05,0.25,1.93,0.73,1.0
44,0.54,0.54,0.0045,-0.24,0.3,0.04,-0.04,0.29,1.65,0.66,1.0
46,0.13,0.34,0.0011,-0.27,0.19,0.04,-0.04,0.39,0.41,0.57,1.0
40,-0.15,0.31,-0.0013,-0.31,0.18,0.04,-0.07,0.49,-0.42,0.57,1.0
48,1.14,1.18,0.0094,-0.06,0.34,0.05,-0.02,0.13,3.68,0.65,1.0
40,0.93,0.93,0.0077,-0.1,0.45,0.05,-0.03,0.11,2.5,0.65,1.0
50,0.36,0.63,0.003,-0.11,0.26,0.03,-0.04,0.27,1.35,0.66,1.0
